EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,X_(@_x_)_km,Y_(@_y_)_km,Z_(@_z_)_km
2019-01-08T17:24:00.000Z,1403433.5,-154920.9,63716.308
2019-01-08T17:36:00.000Z,1403414.2,-154851.65,63675.251
2019-01-08T17:48:00.000Z,1403395,-154782.34,63634.194
2019-01-08T18:00:00.000Z,1403375.7,-154713.01,63593.075
2019-01-08T18:12:00.000Z,1403356.6,-154643.71,63552.018
2019-01-08T18:24:00.000Z,1403337.4,-154574.39,63510.9
2019-01-08T18:36:00.000Z,1403318.4,-154505.09,63469.842
2019-01-08T18:48:00.000Z,1403299.4,-154435.79,63428.785
2019-01-08T19:00:00.000Z,1403280.3,-154366.38,63387.641
2019-01-08T19:12:00.000Z,1403261.4,-154297.08,63346.584
2019-01-08T19:24:00.000Z,1403242.6,-154227.8,63305.526
2019-01-08T19:36:00.000Z,1403223.7,-154158.43,63264.408
2019-01-08T19:48:00.000Z,1403205,-154089.12,63223.351
2019-01-08T20:00:00.000Z,1403186.3,-154019.76,63182.233
2019-01-08T20:12:00.000Z,1403167.7,-153950.47,63141.175
2019-01-08T20:24:00.000Z,1403149.1,-153881.15,63100.118
2019-01-08T20:36:00.000Z,1403130.5,-153811.78,63059.035
2019-01-08T20:48:00.000Z,1403112,-153742.44,63017.977
2019-01-08T21:00:00.000Z,1403093.5,-153673.11,62976.824
2019-01-08T21:12:00.000Z,1403075,-153603.73,62935.741
2019-01-08T21:24:00.000Z,1403056.8,-153534.39,62894.683
2019-01-08T21:36:00.000Z,1403038.5,-153465.05,62853.626
2019-01-08T21:48:00.000Z,1403020.2,-153395.69,62812.508
2019-01-08T22:00:00.000Z,1403002.1,-153326.36,62771.45
2019-01-08T22:12:00.000Z,1402983.9,-153256.98,62730.332
2019-01-08T22:24:00.000Z,1402965.8,-153187.63,62689.31
2019-01-08T22:36:00.000Z,1402947.8,-153118.31,62648.252
2019-01-08T22:48:00.000Z,1402929.8,-153048.93,62607.099
2019-01-08T23:00:00.000Z,1402911.9,-152979.57,62566.077
2019-01-08T23:12:00.000Z,1402894,-152910.16,62524.959
2019-01-08T23:24:00.000Z,1402876,-152840.81,62483.84
2019-01-08T23:36:00.000Z,1402858.3,-152771.45,62442.783
2019-01-08T23:48:00.000Z,1402840.5,-152702.04,62401.665
2019-01-09T00:00:00.000Z,1402822.9,-152632.68,62360.607
2019-01-09T00:12:00.000Z,1402805.3,-152563.32,62319.585
2019-01-09T00:24:00.000Z,1402787.7,-152493.94,62278.432
2019-01-09T00:36:00.000Z,1402770.2,-152424.58,62237.374
2019-01-09T00:48:00.000Z,1402752.7,-152355.16,62196.291
2019-01-09T01:00:00.000Z,1402735.3,-152285.78,62155.234
2019-01-09T01:12:00.000Z,1402718,-152216.45,62114.176
2019-01-09T01:24:00.000Z,1402700.6,-152147.03,62073.058
2019-01-09T01:36:00.000Z,1402683.3,-152077.6,62031.94
2019-01-09T01:48:00.000Z,1402666.1,-152008.23,61990.883
2019-01-09T02:00:00.000Z,1402648.9,-151938.82,61949.8
2019-01-09T02:12:00.000Z,1402631.8,-151869.45,61908.707
2019-01-09T02:24:00.000Z,1402614.8,-151800.06,61867.685
2019-01-09T02:36:00.000Z,1402597.7,-151730.64,61826.567
2019-01-09T02:48:00.000Z,1402580.8,-151661.27,61785.509
2019-01-09T03:00:00.000Z,1402563.8,-151591.85,61744.391
2019-01-09T03:12:00.000Z,1402547.1,-151522.46,61703.334
2019-01-09T03:24:00.000Z,1402530.3,-151453.05,61662.276
2019-01-09T03:36:00.000Z,1402513.5,-151383.65,61621.193
2019-01-09T03:48:00.000Z,1402496.7,-151314.22,61580.04
2019-01-09T04:00:00.000Z,1402480.1,-151244.81,61538.982
2019-01-09T04:12:00.000Z,1402463.4,-151175.37,61497.899
2019-01-09T04:24:00.000Z,1402446.9,-151105.99,61456.842
2019-01-09T04:36:00.000Z,1402430.4,-151036.55,61415.689
2019-01-09T04:48:00.000Z,1402414,-150967.15,61374.666
2019-01-09T05:00:00.000Z,1402397.7,-150897.75,61333.609
2019-01-09T05:12:00.000Z,1402381.3,-150828.28,61292.491
2019-01-09T05:24:00.000Z,1402365,-150758.91,61251.468
2019-01-09T05:36:00.000Z,1402348.7,-150689.46,61210.315
2019-01-09T05:48:00.000Z,1402332.6,-150620.04,61169.258
2019-01-09T06:00:00.000Z,1402316.4,-150550.58,61128.174
2019-01-09T06:12:00.000Z,1402300.3,-150481.19,61087.117
2019-01-09T06:24:00.000Z,1402284.2,-150411.73,61045.964
2019-01-09T06:36:00.000Z,1402268.3,-150342.31,61004.941
2019-01-09T06:48:00.000Z,1402252.3,-150272.85,60963.823
2019-01-09T07:00:00.000Z,1402236.5,-150203.46,60922.766
2019-01-09T07:12:00.000Z,1402220.7,-150134.04,60881.708
2019-01-09T07:24:00.000Z,1402204.9,-150064.57,60840.59
2019-01-09T07:36:00.000Z,1402189.2,-149995.13,60799.533
2019-01-09T07:48:00.000Z,1402173.4,-149925.7,60758.45
2019-01-09T08:00:00.000Z,1402157.9,-149856.28,60717.357
2019-01-09T08:12:00.000Z,1402142.2,-149786.79,60676.274
2019-01-09T08:24:00.000Z,1402126.6,-149717.31,60635.156
2019-01-09T08:36:00.000Z,1402111.2,-149647.9,60594.099
2019-01-09T08:48:00.000Z,1402095.9,-149578.47,60553.041
2019-01-09T09:00:00.000Z,1402080.4,-149509,60511.923
2019-01-09T09:12:00.000Z,1402065.2,-149439.57,60470.866
2019-01-09T09:24:00.000Z,1402049.8,-149370.1,60429.782
2019-01-09T09:36:00.000Z,1402034.7,-149300.66,60388.725
2019-01-09T09:48:00.000Z,1402019.6,-149231.23,60347.633
2019-01-09T10:00:00.000Z,1402004.4,-149161.73,60306.549
2019-01-09T10:12:00.000Z,1401989.3,-149092.24,60265.431
2019-01-09T10:24:00.000Z,1401974.3,-149022.82,60224.374
2019-01-09T10:36:00.000Z,1401959.3,-148953.34,60183.256
2019-01-09T10:48:00.000Z,1401944.5,-148883.89,60142.198
2019-01-09T11:00:00.000Z,1401929.7,-148814.45,60101.141
2019-01-09T11:12:00.000Z,1401914.8,-148744.97,60060.058
2019-01-09T11:24:00.000Z,1401900.1,-148675.53,60018.965
2019-01-09T11:36:00.000Z,1401885.3,-148606.04,59977.847
2019-01-09T11:48:00.000Z,1401870.8,-148536.57,59936.825
2019-01-09T12:00:00.000Z,1401856.2,-148467.15,59895.767
2019-01-09T12:12:00.000Z,1401841.6,-148397.64,59854.649
2019-01-09T12:24:00.000Z,1401827,-148328.14,59813.531
2019-01-09T12:36:00.000Z,1401812.7,-148258.69,59772.473
2019-01-09T12:48:00.000Z,1401798.2,-148189.21,59731.355
2019-01-09T13:00:00.000Z,1401783.9,-148119.75,59690.333
2019-01-09T13:12:00.000Z,1401769.6,-148050.25,59649.18
2019-01-09T13:24:00.000Z,1401755.4,-147980.79,59608.122
2019-01-09T13:36:00.000Z,1401741.2,-147911.35,59567.1
2019-01-09T13:48:00.000Z,1401727,-147841.84,59525.982
2019-01-09T14:00:00.000Z,1401713,-147772.38,59484.924
2019-01-09T14:12:00.000Z,1401698.9,-147702.85,59443.806
2019-01-09T14:24:00.000Z,1401685,-147633.39,59402.749
2019-01-09T14:36:00.000Z,1401671,-147563.9,59361.631
2019-01-09T14:48:00.000Z,1401657.2,-147494.43,59320.608
2019-01-09T15:00:00.000Z,1401643.3,-147424.92,59279.455
2019-01-09T15:12:00.000Z,1401629.6,-147355.45,59238.433
2019-01-09T15:24:00.000Z,1401615.8,-147285.96,59197.314
2019-01-09T15:36:00.000Z,1401602.2,-147216.49,59156.257
2019-01-09T15:48:00.000Z,1401588.6,-147147.02,59115.2
2019-01-09T16:00:00.000Z,1401575,-147077.49,59074.081
2019-01-09T16:12:00.000Z,1401561.5,-147008.05,59033.024
2019-01-09T16:24:00.000Z,1401548,-146938.52,58991.906
2019-01-09T16:36:00.000Z,1401534.6,-146869.06,58950.848
2019-01-09T16:48:00.000Z,1401521.2,-146799.52,58909.73
2019-01-09T17:00:00.000Z,1401507.8,-146730.02,58868.647
2019-01-09T17:12:00.000Z,1401494.6,-146660.56,58827.59
2019-01-09T17:24:00.000Z,1401481.5,-146591.07,58786.497
2019-01-09T17:36:00.000Z,1401468.2,-146521.52,58745.414
2019-01-09T17:48:00.000Z,1401455.2,-146452.1,58704.357
2019-01-09T18:00:00.000Z,1401442.1,-146382.56,58663.239
2019-01-09T18:12:00.000Z,1401429.1,-146313.06,58622.216
2019-01-09T18:24:00.000Z,1401416.2,-146243.6,58581.124
2019-01-09T18:36:00.000Z,1401403.3,-146174.09,58540.006
2019-01-09T18:48:00.000Z,1401390.5,-146104.59,58498.983
2019-01-09T19:00:00.000Z,1401377.6,-146035.08,58457.865
2019-01-09T19:12:00.000Z,1401364.8,-145965.54,58416.712
2019-01-09T19:24:00.000Z,1401352.2,-145896.03,58375.689
2019-01-09T19:36:00.000Z,1401339.6,-145826.6,58334.632
2019-01-09T19:48:00.000Z,1401326.9,-145757.05,58293.514
2019-01-09T20:00:00.000Z,1401314.4,-145687.55,58252.456
2019-01-09T20:12:00.000Z,1401301.9,-145618.03,58211.338
2019-01-09T20:24:00.000Z,1401289.5,-145548.57,58170.281
2019-01-09T20:36:00.000Z,1401277.2,-145479.06,58129.258
2019-01-09T20:48:00.000Z,1401264.8,-145409.54,58088.105
2019-01-09T21:00:00.000Z,1401252.6,-145340.04,58047.048
2019-01-09T21:12:00.000Z,1401240.2,-145270.52,58005.965
2019-01-09T21:24:00.000Z,1401228,-145201,57964.847
2019-01-09T21:36:00.000Z,1401215.9,-145131.49,57923.789
2019-01-09T21:48:00.000Z,1401203.8,-145061.94,57882.671
2019-01-09T22:00:00.000Z,1401191.8,-144992.5,57841.613
2019-01-09T22:12:00.000Z,1401179.8,-144922.97,57800.526
2019-01-09T22:24:00.000Z,1401168,-144853.45,57759.503
2019-01-09T22:36:00.000Z,1401156.1,-144783.96,57718.38
2019-01-09T22:48:00.000Z,1401144.2,-144714.46,57677.328
2019-01-09T23:00:00.000Z,1401132.5,-144644.93,57636.24
2019-01-09T23:12:00.000Z,1401120.8,-144575.43,57595.152
2019-01-09T23:24:00.000Z,1401109,-144505.87,57554.034
2019-01-09T23:36:00.000Z,1401091.7,-144435.83,57512.427
2019-01-09T23:48:00.000Z,1401073.2,-144365.68,57470.755
2019-01-10T00:00:00.000Z,1401054.6,-144295.58,57429.053
2019-01-10T00:12:00.000Z,1401036.1,-144225.44,57387.346
2019-01-10T00:24:00.000Z,1401017.6,-144155.27,57345.578
2019-01-10T00:36:00.000Z,1400999.2,-144085.12,57303.871
2019-01-10T00:48:00.000Z,1400980.8,-144014.97,57262.168
2019-01-10T01:00:00.000Z,1400962.6,-143944.82,57220.461
2019-01-10T01:12:00.000Z,1400944.2,-143874.64,57178.728
2019-01-10T01:24:00.000Z,1400926.1,-143804.55,57137.021
2019-01-10T01:36:00.000Z,1400908,-143734.38,57095.349
2019-01-10T01:48:00.000Z,1400889.8,-143664.23,57053.612
2019-01-10T02:00:00.000Z,1400871.8,-143594.05,57011.94
2019-01-10T02:12:00.000Z,1400853.7,-143523.87,56970.172
2019-01-10T02:24:00.000Z,1400835.8,-143453.69,56928.5
2019-01-10T02:36:00.000Z,1400817.9,-143383.54,56886.732
2019-01-10T02:48:00.000Z,1400800.1,-143313.36,56845.025
2019-01-10T03:00:00.000Z,1400782.3,-143243.2,56803.287
2019-01-10T03:12:00.000Z,1400764.6,-143173.01,56761.615
2019-01-10T03:24:00.000Z,1400746.8,-143102.81,56719.847
2019-01-10T03:36:00.000Z,1400729.2,-143032.62,56678.175
2019-01-10T03:48:00.000Z,1400711.7,-142962.46,56636.503
2019-01-10T04:00:00.000Z,1400694.1,-142892.28,56594.766
2019-01-10T04:12:00.000Z,1400676.7,-142822.12,56553.093
2019-01-10T04:24:00.000Z,1400659.2,-142751.88,56511.326
2019-01-10T04:36:00.000Z,1400641.8,-142681.71,56469.654
2019-01-10T04:48:00.000Z,1400624.4,-142611.47,56427.886
2019-01-10T05:00:00.000Z,1400607.2,-142541.3,56386.179
2019-01-10T05:12:00.000Z,1400589.9,-142471.11,56344.441
2019-01-10T05:24:00.000Z,1400572.8,-142400.93,56302.769
2019-01-10T05:36:00.000Z,1400555.6,-142330.68,56261.001
2019-01-10T05:48:00.000Z,1400538.6,-142260.5,56219.329
2019-01-10T06:00:00.000Z,1400521.6,-142190.29,56177.622
2019-01-10T06:12:00.000Z,1400504.6,-142120.08,56135.92
2019-01-10T06:24:00.000Z,1400487.8,-142049.9,56094.212
2019-01-10T06:36:00.000Z,1400470.8,-141979.66,56052.48
2019-01-10T06:48:00.000Z,1400454,-141909.44,56010.772
2019-01-10T07:00:00.000Z,1400437.2,-141839.23,55969.07
2019-01-10T07:12:00.000Z,1400420.6,-141769.01,55927.363
2019-01-10T07:24:00.000Z,1400403.9,-141698.77,55885.595
2019-01-10T07:36:00.000Z,1400387.3,-141628.57,55843.923
2019-01-10T07:48:00.000Z,1400370.6,-141558.33,55802.155
2019-01-10T08:00:00.000Z,1400354.2,-141488.13,55760.483
2019-01-10T08:12:00.000Z,1400337.8,-141417.89,55718.776
2019-01-10T08:24:00.000Z,1400321.4,-141347.67,55677.073
2019-01-10T08:36:00.000Z,1400305.1,-141277.43,55635.366
2019-01-10T08:48:00.000Z,1400288.7,-141207.17,55593.634
2019-01-10T09:00:00.000Z,1400272.5,-141136.97,55551.926
2019-01-10T09:12:00.000Z,1400256.3,-141066.73,55510.224
2019-01-10T09:24:00.000Z,1400240.2,-140996.49,55468.517
2019-01-10T09:36:00.000Z,1400224,-140926.23,55426.749
2019-01-10T09:48:00.000Z,1400208,-140855.98,55385.042
2019-01-10T10:00:00.000Z,1400191.9,-140785.71,55343.309
2019-01-10T10:12:00.000Z,1400176.1,-140715.5,55301.602
2019-01-10T10:24:00.000Z,1400160.3,-140645.3,55259.96
2019-01-10T10:36:00.000Z,1400144.4,-140575,55218.192
2019-01-10T10:48:00.000Z,1400128.6,-140504.77,55176.52
2019-01-10T11:00:00.000Z,1400112.8,-140434.46,55134.752
2019-01-10T11:12:00.000Z,1400097.2,-140364.24,55093.08
2019-01-10T11:24:00.000Z,1400081.5,-140293.98,55051.378
2019-01-10T11:36:00.000Z,1400066,-140223.75,55009.671
2019-01-10T11:48:00.000Z,1400050.4,-140153.44,54967.903
2019-01-10T12:00:00.000Z,1400035,-140083.21,54926.196
2019-01-10T12:12:00.000Z,1400019.5,-140012.91,54884.493
2019-01-10T12:24:00.000Z,1400004.2,-139942.68,54842.786
2019-01-10T12:36:00.000Z,1399988.9,-139872.44,54801.114
2019-01-10T12:48:00.000Z,1399973.6,-139802.15,54759.346
2019-01-10T13:00:00.000Z,1399958.4,-139731.87,54717.674
2019-01-10T13:12:00.000Z,1399943.2,-139661.58,54675.906
2019-01-10T13:24:00.000Z,1399928.1,-139591.3,54634.234
2019-01-10T13:36:00.000Z,1399913.1,-139521.03,54592.497
2019-01-10T13:48:00.000Z,1399898.1,-139450.78,54550.825
2019-01-10T14:00:00.000Z,1399883,-139380.49,54509.057
2019-01-10T14:12:00.000Z,1399868.2,-139310.24,54467.35
2019-01-10T14:24:00.000Z,1399853.3,-139239.93,54425.612
2019-01-10T14:36:00.000Z,1399838.6,-139169.67,54383.94
2019-01-10T14:48:00.000Z,1399823.9,-139099.39,54342.233
2019-01-10T15:00:00.000Z,1399809.1,-139029.08,54300.5
2019-01-10T15:12:00.000Z,1399794.5,-138958.82,54258.828
2019-01-10T15:24:00.000Z,1399779.8,-138888.52,54217.06
2019-01-10T15:36:00.000Z,1399765.4,-138818.24,54175.419
2019-01-10T15:48:00.000Z,1399750.8,-138747.93,54133.651
2019-01-10T16:00:00.000Z,1399736.4,-138677.63,54091.979
2019-01-10T16:12:00.000Z,1399721.9,-138607.32,54050.211
2019-01-10T16:24:00.000Z,1399707.6,-138537.06,54008.504
2019-01-10T16:36:00.000Z,1399693.3,-138466.77,53966.766
2019-01-10T16:48:00.000Z,1399679.2,-138396.46,53925.094
2019-01-10T17:00:00.000Z,1399665,-138326.2,53883.387
2019-01-10T17:12:00.000Z,1399650.8,-138255.84,53841.654
2019-01-10T17:24:00.000Z,1399636.8,-138185.57,53799.947
2019-01-10T17:36:00.000Z,1399622.7,-138115.23,53758.245
2019-01-10T17:48:00.000Z,1399608.8,-138045,53716.538
2019-01-10T18:00:00.000Z,1399594.8,-137974.63,53674.805
2019-01-10T18:12:00.000Z,1399581,-137904.36,53633.098
2019-01-10T18:24:00.000Z,1399567.1,-137833.99,53591.365
2019-01-10T18:36:00.000Z,1399553.3,-137763.72,53549.658
2019-01-10T18:48:00.000Z,1399539.6,-137693.38,53507.92
2019-01-10T19:00:00.000Z,1399521.5,-137622.95,53465.865
2019-01-10T19:12:00.000Z,1399501.9,-137552.46,53423.688
2019-01-10T19:24:00.000Z,1399482.3,-137482,53381.511
2019-01-10T19:36:00.000Z,1399462.6,-137411.47,53339.304
2019-01-10T19:48:00.000Z,1399443.1,-137341.01,53297.127
2019-01-10T20:00:00.000Z,1399423.6,-137270.51,53254.919
2019-01-10T20:12:00.000Z,1399404.1,-137199.98,53212.747
2019-01-10T20:24:00.000Z,1399384.8,-137129.5,53170.57
2019-01-10T20:36:00.000Z,1399365.5,-137059.03,53128.393
2019-01-10T20:48:00.000Z,1399346.1,-136988.5,53086.155
2019-01-10T21:00:00.000Z,1399326.9,-136917.98,53043.978
2019-01-10T21:12:00.000Z,1399307.8,-136847.49,53001.801
2019-01-10T21:24:00.000Z,1399288.5,-136776.91,52959.599
2019-01-10T21:36:00.000Z,1399269.5,-136706.39,52917.422
2019-01-10T21:48:00.000Z,1399250.5,-136635.89,52875.245
2019-01-10T22:00:00.000Z,1399231.4,-136565.35,52833.007
2019-01-10T22:12:00.000Z,1399212.6,-136494.81,52790.83
2019-01-10T22:24:00.000Z,1399193.7,-136424.31,52748.653
2019-01-10T22:36:00.000Z,1399174.8,-136353.75,52706.416
2019-01-10T22:48:00.000Z,1399156.1,-136283.24,52664.274
2019-01-10T23:00:00.000Z,1399137.4,-136212.69,52622.097
2019-01-10T23:12:00.000Z,1399118.7,-136142.16,52579.889
2019-01-10T23:24:00.000Z,1399100.1,-136071.64,52537.712
2019-01-10T23:36:00.000Z,1399081.5,-136001.06,52495.505
2019-01-10T23:48:00.000Z,1399063,-135930.48,52453.298
2019-01-11T00:00:00.000Z,1399044.6,-135859.95,52411.156
2019-01-11T00:12:00.000Z,1399026.2,-135789.42,52368.979
2019-01-11T00:24:00.000Z,1399007.8,-135718.81,52326.741
2019-01-11T00:36:00.000Z,1398989.5,-135648.28,52284.564
2019-01-11T00:48:00.000Z,1398971.3,-135577.74,52242.387
2019-01-11T01:00:00.000Z,1398953,-135507.12,52200.15
2019-01-11T01:12:00.000Z,1398934.9,-135436.58,52157.973
2019-01-11T01:24:00.000Z,1398916.8,-135366.04,52115.796
2019-01-11T01:36:00.000Z,1398898.7,-135295.41,52073.558
2019-01-11T01:48:00.000Z,1398880.7,-135224.87,52031.381
2019-01-11T02:00:00.000Z,1398862.8,-135154.28,51989.204
2019-01-11T02:12:00.000Z,1398844.8,-135083.67,51947.002
2019-01-11T02:24:00.000Z,1398827,-135013.08,51904.825
2019-01-11T02:36:00.000Z,1398809.3,-134942.53,51862.648
2019-01-11T02:48:00.000Z,1398791.6,-134871.97,51820.471
2019-01-11T03:00:00.000Z,1398773.9,-134801.35,51778.263
2019-01-11T03:12:00.000Z,1398756.2,-134730.76,51736.056
2019-01-11T03:24:00.000Z,1398738.7,-134660.19,51693.879
2019-01-11T03:36:00.000Z,1398721.1,-134589.59,51651.707
2019-01-11T03:48:00.000Z,1398703.7,-134518.99,51609.53
2019-01-11T04:00:00.000Z,1398686.3,-134448.41,51567.353
2019-01-11T04:12:00.000Z,1398668.8,-134377.79,51525.115
2019-01-11T04:24:00.000Z,1398651.5,-134307.17,51482.938
2019-01-11T04:36:00.000Z,1398634.3,-134236.56,51440.761
2019-01-11T04:48:00.000Z,1398617,-134165.92,51398.559
2019-01-11T05:00:00.000Z,1398599.8,-134095.34,51356.382
2019-01-11T05:12:00.000Z,1398582.8,-134024.71,51314.205
2019-01-11T05:24:00.000Z,1398565.6,-133954.08,51271.967
2019-01-11T05:36:00.000Z,1398548.6,-133883.48,51229.79
2019-01-11T05:48:00.000Z,1398531.7,-133812.85,51187.613
2019-01-11T06:00:00.000Z,1398514.7,-133742.2,51145.41
2019-01-11T06:12:00.000Z,1398497.9,-133671.6,51103.233
2019-01-11T06:24:00.000Z,1398481.1,-133600.97,51061.056
2019-01-11T06:36:00.000Z,1398464.3,-133530.34,51018.849
2019-01-11T06:48:00.000Z,1398447.7,-133459.7,50976.672
2019-01-11T07:00:00.000Z,1398431,-133389.07,50934.465
2019-01-11T07:12:00.000Z,1398414.4,-133318.4,50892.258
2019-01-11T07:24:00.000Z,1398397.8,-133247.78,50850.116
2019-01-11T07:36:00.000Z,1398381.4,-133177.17,50807.939
2019-01-11T07:48:00.000Z,1398364.9,-133106.47,50765.701
2019-01-11T08:00:00.000Z,1398348.5,-133035.86,50723.489
2019-01-11T08:12:00.000Z,1398332.2,-132965.24,50681.312
2019-01-11T08:24:00.000Z,1398315.8,-132894.56,50639.109
2019-01-11T08:36:00.000Z,1398299.6,-132823.9,50596.932
2019-01-11T08:48:00.000Z,1398283.5,-132753.28,50554.756
2019-01-11T09:00:00.000Z,1398267.2,-132682.56,50512.518
2019-01-11T09:12:00.000Z,1398251.2,-132611.9,50470.341
2019-01-11T09:24:00.000Z,1398235.2,-132541.27,50428.164
2019-01-11T09:36:00.000Z,1398219.1,-132470.58,50385.961
2019-01-11T09:48:00.000Z,1398203.2,-132399.91,50343.784
2019-01-11T10:00:00.000Z,1398187.4,-132329.27,50301.607
2019-01-11T10:12:00.000Z,1398171.5,-132258.61,50259.4
2019-01-11T10:24:00.000Z,1398155.8,-132187.97,50217.223
2019-01-11T10:36:00.000Z,1398140.1,-132117.26,50175.016
2019-01-11T10:48:00.000Z,1398124.3,-132046.59,50132.843
2019-01-11T11:00:00.000Z,1398108.8,-131975.94,50090.667
2019-01-11T11:12:00.000Z,1398093.2,-131905.26,50048.49
2019-01-11T11:24:00.000Z,1398077.6,-131834.52,50006.252
2019-01-11T11:36:00.000Z,1398062.2,-131763.87,49964.075
2019-01-11T11:48:00.000Z,1398046.8,-131693.21,49921.898
2019-01-11T12:00:00.000Z,1398031.4,-131622.47,49879.66
2019-01-11T12:12:00.000Z,1398016.1,-131551.81,49837.518
2019-01-11T12:24:00.000Z,1398000.9,-131481.15,49795.341
2019-01-11T12:36:00.000Z,1397985.6,-131410.4,49753.104
2019-01-11T12:48:00.000Z,1397970.5,-131339.74,49710.927
2019-01-11T13:00:00.000Z,1397955.4,-131269.08,49668.75
2019-01-11T13:12:00.000Z,1397940.3,-131198.36,49626.512
2019-01-11T13:24:00.000Z,1397925.3,-131127.65,49584.37
2019-01-11T13:36:00.000Z,1397910.4,-131056.94,49542.193
2019-01-11T13:48:00.000Z,1397895.5,-130986.27,49500.016
2019-01-11T14:00:00.000Z,1397880.7,-130915.54,49457.809
2019-01-11T14:12:00.000Z,1397865.9,-130844.84,49415.602
2019-01-11T14:24:00.000Z,1397851.2,-130774.16,49373.425
2019-01-11T14:36:00.000Z,1397836.4,-130703.42,49331.252
2019-01-11T14:48:00.000Z,1397821.9,-130632.75,49289.04
2019-01-11T15:00:00.000Z,1397807.3,-130562.06,49246.863
2019-01-11T15:12:00.000Z,1397792.7,-130491.33,49204.626
2019-01-11T15:24:00.000Z,1397778.2,-130420.61,49162.449
2019-01-11T15:36:00.000Z,1397763.8,-130349.93,49120.272
2019-01-11T15:48:00.000Z,1397749.4,-130279.18,49078.069
2019-01-11T16:00:00.000Z,1397735.1,-130208.46,49035.892
2019-01-11T16:12:00.000Z,1397720.9,-130137.73,48993.715
2019-01-11T16:24:00.000Z,1397706.5,-130066.99,48951.478
2019-01-11T16:36:00.000Z,1397692.4,-129996.3,48909.301
2019-01-11T16:48:00.000Z,1397678.3,-129925.56,48867.124
2019-01-11T17:00:00.000Z,1397664.1,-129854.81,48824.921
2019-01-11T17:12:00.000Z,1397650.2,-129784.11,48782.744
2019-01-11T17:24:00.000Z,1397636.2,-129713.38,48740.567
2019-01-11T17:36:00.000Z,1397622.3,-129642.65,48698.36
2019-01-11T17:48:00.000Z,1397608.4,-129571.93,48656.153
2019-01-11T18:00:00.000Z,1397594.6,-129501.22,48613.976
2019-01-11T18:12:00.000Z,1397580.8,-129430.45,48571.803
2019-01-11T18:24:00.000Z,1397567.2,-129359.71,48529.626
2019-01-11T18:36:00.000Z,1397553.6,-129289,48487.449
2019-01-11T18:48:00.000Z,1397539.9,-129218.21,48445.212
2019-01-11T19:00:00.000Z,1397526.4,-129147.5,48403.035
2019-01-11T19:12:00.000Z,1397512.9,-129076.79,48360.858
2019-01-11T19:24:00.000Z,1397499.4,-129005.98,48318.655
2019-01-11T19:36:00.000Z,1397486,-128935.27,48276.478
2019-01-11T19:48:00.000Z,1397472.7,-128864.55,48234.301
2019-01-11T20:00:00.000Z,1397459.3,-128793.78,48192.064
2019-01-11T20:12:00.000Z,1397446.1,-128723.03,48149.887
2019-01-11T20:24:00.000Z,1397433,-128652.31,48107.71
2019-01-11T20:36:00.000Z,1397419.7,-128581.51,48065.472
2019-01-11T20:48:00.000Z,1397406.7,-128510.74,48023.33
2019-01-11T21:00:00.000Z,1397391.7,-128439.99,47980.98
2019-01-11T21:12:00.000Z,1397372.8,-128369.34,47938.389
2019-01-11T21:24:00.000Z,1397353.8,-128298.66,47895.768
2019-01-11T21:36:00.000Z,1397334.8,-128227.94,47853.152
2019-01-11T21:48:00.000Z,1397316.1,-128157.31,47810.591
2019-01-11T22:00:00.000Z,1397297.2,-128086.6,47767.94
2019-01-11T22:12:00.000Z,1397278.5,-128015.86,47725.354
2019-01-11T22:24:00.000Z,1397259.8,-127945.19,47682.763
2019-01-11T22:36:00.000Z,1397241.1,-127874.46,47640.147
2019-01-11T22:48:00.000Z,1397222.5,-127803.76,47597.525
2019-01-11T23:00:00.000Z,1397204,-127733.08,47554.97
2019-01-11T23:12:00.000Z,1397185.5,-127662.35,47512.318
2019-01-11T23:24:00.000Z,1397167,-127591.61,47469.697
2019-01-11T23:36:00.000Z,1397148.7,-127520.92,47427.106
2019-01-11T23:48:00.000Z,1397130.3,-127450.17,47384.49
2019-01-12T00:00:00.000Z,1397112.1,-127379.48,47341.899
2019-01-12T00:12:00.000Z,1397093.8,-127308.76,47299.313
2019-01-12T00:24:00.000Z,1397075.6,-127238.01,47256.661
2019-01-12T00:36:00.000Z,1397057.6,-127167.33,47214.136
2019-01-12T00:48:00.000Z,1397039.4,-127096.54,47171.45
2019-01-12T01:00:00.000Z,1397021.4,-127025.81,47128.863
2019-01-12T01:12:00.000Z,1397003.5,-126955.1,47086.273
2019-01-12T01:24:00.000Z,1396985.5,-126884.33,47043.656
2019-01-12T01:36:00.000Z,1396967.6,-126813.59,47001.035
2019-01-12T01:48:00.000Z,1396949.8,-126742.87,46958.479
2019-01-12T02:00:00.000Z,1396932,-126672.07,46915.828
2019-01-12T02:12:00.000Z,1396914.3,-126601.32,46873.207
2019-01-12T02:24:00.000Z,1396896.7,-126530.6,46830.616
2019-01-12T02:36:00.000Z,1396879,-126459.81,46788
2019-01-12T02:48:00.000Z,1396861.4,-126389.06,46745.378
2019-01-12T03:00:00.000Z,1396844,-126318.32,46702.823
2019-01-12T03:12:00.000Z,1396826.5,-126247.5,46660.171
2019-01-12T03:24:00.000Z,1396809.1,-126176.73,46617.585
2019-01-12T03:36:00.000Z,1396791.8,-126105.99,46574.994
